date,shares,amount,open,high,low,close,change,turnover,stockno,month
2020-05-14,8743268,729929358,83.8,83.85,83.2,83.3,-1.0,4975,50,5
2020-05-15,6190781,518392098,84.05,84.25,83.05,83.85,0.55,3135,50,5
2020-05-18,8271703,687412937,83.05,83.45,82.8,83.15,-0.7,4054,50,5
2020-05-19,5477775,460004900,84.4,84.5,83.65,83.9,0.75,3225,50,5
2020-05-20,9894141,830898729,84.0,84.2,83.5,83.8,-0.1,8013,50,5
2020-05-21,7568047,639149173,84.15,84.8,84.1,84.5,0.7,3658,50,5
2020-05-22,13354146,1110886948,83.8,83.9,82.9,82.95,-1.55,8390,50,5
2020-05-25,5250544,435011428,83.15,83.5,82.15,83.5,0.55,3380,50,5
2020-05-26,15454949,1305177905,84.25,84.65,83.85,84.45,0.95,5465,50,5
2020-05-27,4589767,387703276,84.7,84.85,84.05,84.35,-0.1,3012,50,5
2020-05-28,7476909,630228694,84.9,84.9,83.55,83.85,-0.5,3104,50,5
2020-05-29,5320690,444529073,83.4,84.45,83.0,84.45,0.6,2851,50,5
2020-06-01,8365321,709979535,84.45,85.15,84.4,84.9,0.45,4221,50,6
2020-06-02,11947060,1019866379,85.0,85.5,85.0,85.3,0.4,4546,50,6
2020-06-03,18117244,1567235805,86.15,86.9,86.1,86.8,1.5,7251,50,6
2020-06-04,15036553,1315498861,87.5,87.75,87.15,87.6,0.8,6182,50,6
2020-06-05,9916582,873460722,87.7,88.35,87.7,88.35,0.75,5501,50,6
2020-06-08,15549542,1388746538,88.9,89.8,88.8,89.5,1.15,7617,50,6
2020-06-09,11356579,1016232445,89.6,89.8,88.95,89.6,0.1,4738,50,6
2020-06-10,10998897,992706489,89.65,90.7,89.55,90.45,0.85,6189,50,6
2020-06-11,14179192,1274547880,90.45,90.85,89.0,89.05,-1.4,6785,50,6
2020-06-12,21563371,1896372312,87.25,88.5,87.1,88.25,-0.8,9065,50,6
2020-06-15,9573700,839035110,88.1,88.3,86.9,87.0,-1.25,6066,50,6
2020-06-16,10841047,962708421,88.15,89.2,88.15,88.9,1.9,5206,50,6
2020-06-17,11510236,1022814504,89.2,89.2,88.3,89.0,0.1,9354,50,6
2020-06-18,5035751,447396539,89.05,89.3,88.35,88.9,-0.1,2385,50,6
2020-06-19,2333985,207473976,89.0,89.15,88.65,88.85,-0.05,1483,50,6
2020-06-22,10579456,943788276,88.85,89.7,88.85,89.05,0.2,3109,50,6
2020-06-23,8664889,775774053,89.6,90.05,88.8,89.45,0.4,3040,50,6
2020-06-24,10061904,907813260,89.8,90.5,89.8,90.0,0.55,4330,50,6
2020-06-29,9785007,872080579,89.25,89.6,88.65,89.1,-0.9,5184,50,6
2020-06-30,8035137,720381822,89.55,89.95,89.4,89.9,0.8,2697,50,6
2020-07-01,9979250,904497055,89.95,90.9,89.95,90.5,0.6,4711,50,7
2020-07-02,7601474,693803341,90.65,91.5,90.6,91.5,1.0,4366,50,7
2020-07-03,14983163,1385847691,92.1,92.75,92.1,92.55,1.05,6056,50,7
2020-07-06,14469339,1358063416,93.2,94.3,93.2,94.15,1.6,8897,50,7
2020-07-07,13927773,1319126267,95.0,95.5,94.1,94.5,0.35,6723,50,7
2020-07-08,11145368,1059607510,94.5,95.4,94.4,95.15,0.65,5083,50,7
2020-07-09,7241657,692045803,95.7,95.85,95.15,95.45,0.3,3549,50,7
2020-07-10,11371000,1081582250,95.55,95.7,94.6,94.65,-0.8,4370,50,7
2020-07-13,12054512,1153447842,95.4,96.1,95.25,96.05,1.4,5984,50,7
2020-07-14,13480664,1295085558,95.8,96.65,95.7,96.65,0.6,4715,50,7
2020-07-15,21211000,2067367750,97.3,97.95,96.7,97.05,0.4,10821,50,7
2020-07-16,7544000,727173500,97.0,97.0,95.85,96.1,-0.95,4057,50,7
2020-07-17,17956000,1745796750,97.05,97.7,96.7,97.2,1.1,7128,50,7
2020-07-20,9409000,911407250,97.2,97.35,96.25,97.05,-0.15,5424,50,7
2020-07-21,24577000,2417255050,97.15,99.1,97.1,98.7,0.0,11498,50,7
2020-07-22,7158000,708562300,98.55,99.25,98.35,98.95,0.25,3308,50,7
2020-07-23,5941000,585757900,98.85,98.9,98.1,98.85,-0.1,2763,50,7
2020-07-24,17289000,1715653650,99.0,100.1,98.25,98.5,-0.35,5983,50,7
2020-07-27,22686000,2336951350,101.8,103.55,101.8,103.3,4.8,10124,50,7
2020-07-28,22299000,2367149400,107.25,108.7,103.3,103.6,0.3,10704,50,7
2020-07-29,9555000,984162800,102.8,103.8,102.1,102.55,-1.05,3925,50,7
2020-07-30,6510000,677112800,104.2,105.0,103.3,104.05,1.5,2850,50,7
2020-07-31,5236000,543798700,103.9,104.3,103.45,103.8,-0.25,2407,50,7
2020-08-03,7126000,730678900,103.45,103.5,102.0,102.0,-1.8,3270,50,8
2020-08-04,4693000,483123600,102.55,103.35,102.55,103.3,1.3,2104,50,8
2020-08-05,5003000,521186900,104.1,104.5,103.75,104.3,1.0,1955,50,8
2020-08-06,7348000,774796800,105.45,105.95,104.85,105.4,1.1,3200,50,8
2020-08-07,6740000,706248400,105.55,105.55,104.3,104.65,-0.75,2614,50,8
2020-08-10,5905752,622370140,104.1,105.85,104.1,105.6,0.95,4997,50,8
2020-08-11,3128000,328999150,105.4,105.65,104.75,104.8,-0.8,1525,50,8
2020-08-12,5857000,605742500,104.0,104.0,103.0,103.25,-1.55,2756,50,8
2020-08-13,5406000,564350900,104.7,104.9,104.05,104.25,1.0,1442,50,8
2020-08-14,3733000,389058000,103.8,104.5,103.5,104.5,0.25,1499,0050,8
